"#","Reel","Match","V","C","Dur","Source In","Source Out","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"134","","","V1","C","","00:06:02:09","00:06:03:05","01:02:00:24","01:02:01:20","Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE","","00:00:00:00","00:09:38:08","00:09:38:08","H.264","25.000","640x486","Green","","",""
"135","","","A1","C","","00:00:11:15","00:00:18:08","01:02:01:06","01:02:07:24","'Normandie's' record | AP Archive (1935)","","00:00:00:00","00:01:28:00","00:01:28:00","H.264","25.000","","","","",""
"136","","","V5","C","","00:03:48:18","00:03:49:20","01:02:01:19","01:02:02:21","Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE","","00:00:00:00","00:09:38:08","00:09:38:08","H.264","25.000","640x486","Green","","",""
"137","","","V1","C","","10:18:57:21","10:18:58:21","01:02:01:20","01:02:02:20","PROD521","","10:00:00:00","10:50:21:01","00:50:21:01","H.264","25.000","1024x576","","","",""
"138","","","V1","C","","00:07:57:02","00:07:58:15","01:02:02:20","01:02:04:08","Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE","","00:00:00:00","00:09:38:08","00:09:38:08","H.264","25.000","640x486","Green","","",""
"139","","","V5","C","","00:18:27:14","00:18:28:08","01:02:02:21","01:02:03:15","TRA_12-008751_4B_vis_00000000_00340003","","00:00:00:00","00:34:00:03","00:34:00:03","H.264","25.000","640x486","Green","","",""
"140","","","V5","C","","00:18:57:13","00:18:58:12","01:02:03:15","01:02:04:14","TRA_12-008751_4B_vis_00000000_00340003","","00:00:00:00","00:34:00:03","00:34:00:03","H.264","25.000","640x486","Green","","",""
"141","","","V1","C","","00:08:06:11","00:08:07:17","01:02:04:08","01:02:05:14","Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE","","00:00:00:00","00:09:38:08","00:09:38:08","H.264","25.000","640x486","Green","","",""
"142","","","V1","C","","00:33:35:14","00:33:37:23","01:02:05:14","01:02:07:23","TRA_12-008751_4B_vis_00000000_00340003","","00:00:00:00","00:34:00:03","00:34:00:03","H.264","25.000","640x486","Green","","",""
"143","","","V1","C","","10:28:30:24","10:28:31:24","01:02:07:23","01:02:08:23","PROD521","","10:00:00:00","10:50:21:01","00:50:21:01","H.264","25.000","1024x576","","","",""
"144","","","V5","C","","10:06:21:17","10:06:24:01","01:02:07:23","01:02:10:07","6 FILE2824-A La Conquete de l Atlantique","","10:00:02:07","10:12:13:06","00:12:10:24","H.264","25.000","1024x576","","","",""
"145","","","A4","C","","00:01:45:11","00:01:50:11","01:02:07:23","01:02:12:23","1-22 Crowd, Outdoor (Ski Resort_ General Ambience At The Bottom Of A Ski Hill)","","00:00:00:00","00:03:03:05","00:03:03:05","","25.000","","","","",""
"146","","","A4","D","25","01:02:07:23","01:02:08:23","01:02:07:23","01:02:08:23","Cross Fade 0 dB","","","","","","0.000","","","","",""
"147","","","A11","C","","00:00:00:01","00:00:08:20","01:02:07:24","01:02:16:18","Audio Process Stream","","00:00:00:00","00:00:08:20","00:00:08:20","","25.000","","","","",""
"148","","","V1","C","","10:29:07:02","10:29:08:03","01:02:08:23","01:02:09:24","PROD521","","10:00:00:00","10:50:21:01","00:50:21:01","H.264","25.000","1024x576","","","",""
"149","","","V1","C","","10:28:43:06","10:28:44:06","01:02:09:24","01:02:10:24","PROD521","","10:00:00:00","10:50:21:01","00:50:21:01","H.264","25.000","1024x576","","","",""
"150","","","A5","C","","00:00:00:00","00:00:01:15","01:02:10:00","01:02:11:15","15 Water,Splash Splash Vers 1","","00:00:00:00","00:00:07:14","00:00:07:14","","25.000","","","","",""
"151","","","A5","D","25","01:02:10:15","01:02:11:15","01:02:10:15","01:02:11:15","Cross Fade 0 dB","","","","","","0.000","","","","",""
"152","","","V1","C","","00:14:45:10","00:14:46:13","01:02:10:24","01:02:12:02","TRA_12-008751_4B_vis_00000000_00340003","","00:00:00:00","00:34:00:03","00:34:00:03","H.264","25.000","640x486","Green","","",""
"153","","","A3","C","","00:00:00:00","00:00:18:00","01:02:11:10","01:02:29:10","18 Airplane,Single Prop Demoiselle;Ext;Circle Overhead","","00:00:00:00","00:01:03:01","00:01:03:01","","25.000","","","","",""
"154","","","V1","C","","00:13:41:00","00:13:41:21","01:02:12:02","01:02:12:23","TRA_12-008751_4B_vis_00000000_00340003","","00:00:00:00","00:34:00:03","00:34:00:03","H.264","25.000","640x486","Green","","",""
"155","","","V1","C","","00:06:25:27","00:06:27:17","01:02:12:23","01:02:14:15","SHERMAN GRINBERG2","","00:00:00:00","00:16:32:04","00:16:32:04","MPEG4 Video","29.970","1920x1080","Yellow,ResolveColorGreen","","",""
"156","","","A5","C","","00:00:03:05","00:00:05:08","01:02:12:23","01:02:15:01","76 Projector - Film Projector - Super 8","","00:00:00:00","00:00:55:03","00:00:55:03","","25.000","","","","",""
"157","","","A5","D","25","01:02:14:01","01:02:15:01","01:02:14:01","01:02:15:01","Cross Fade 0 dB","","","","","","0.000","","","","",""
"158","","","V1","C","","00:18:01:13","00:18:02:29","01:02:14:15","01:02:16:04","VM-315","","00:00:00:00","00:25:39:04","00:25:39:04","H.264","29.970","480x360","Green","","",""
"159","","","A6","C","","00:00:00:00","00:00:12:15","01:02:15:13","01:02:28:03","24 Airplane,Biplane Fokker D.vii;Ext;Fly Past","","00:00:00:00","00:00:12:15","00:00:12:15","","25.000","","","","",""
"160","","","V1","C","","00:00:21:02","00:00:23:00","01:02:16:04","01:02:18:02","'Normandie's' record | AP Archive (1935)","","00:00:00:00","00:01:28:00","00:01:28:00","H.264","25.000","640x360","","","",""
"161","","","A1","C","","00:18:02:25","00:18:11:02","01:02:16:18","01:02:24:24","VM-315","","00:00:00:00","00:25:39:04","00:25:39:04","H.264","29.970","","Green","","",""
"162","","","A9","C","","00:00:00:05","00:00:54:22","01:02:17:12","01:03:12:04","Désertions 01","","00:00:00:00","00:01:09:13","00:01:09:13","","25.000","","","","",""
"163","","","V1","C","","00:00:18:00","00:00:20:06","01:02:18:02","01:02:20:07","504250351","","00:00:00:00","00:00:27:17","00:00:27:17","H.264","29.970","480x360","","","",""
"164","","","A5","C","","00:00:10:22","00:00:13:02","01:02:18:02","01:02:20:07","81 Communications,Projector","","00:00:00:00","00:01:05:05","00:01:05:05","","25.000","","","","",""
"165","","","V1","C","","00:00:08:16","00:00:11:02","01:02:20:07","01:02:22:18","World&#039;s largest flying boat flies out to meet world&#039;s largest ocean liner ~ Hi Res #109820736","","00:00:00:00","00:00:18:09","00:00:18:09","H.264","25.000","638x540","","","",""
"166","","","V1","C","","00:02:34:17","00:02:36:13","01:02:22:18","01:02:24:14","Gaumont Pathé Archives - 3525GJ 00001 - FRANCE. SUR L'OCEAN","","00:00:00:00","00:04:12:12","00:04:12:12","H.264","25.000","640x480","Green","","",""
"167","","","V1","C","","00:18:32:14","00:18:34:06","01:02:24:14","01:02:26:08","VM-315","","00:00:00:00","00:25:39:04","00:25:39:04","H.264","29.970","480x360","Green","","",""
"168","","","V1","C","","00:02:28:20","00:02:31:06","01:02:26:08","01:02:28:19","Gaumont Pathé Archives - 3525GJ 00001 - FRANCE. SUR L'OCEAN","","00:00:00:00","00:04:12:12","00:04:12:12","H.264","25.000","640x480","Green","","",""
"169","","","A11","C","","00:00:00:00","00:00:08:10","01:02:26:16","01:02:35:01","VO 200604 (D)-02","","00:00:00:00","00:00:15:19","00:00:15:19","","25.000","","","","",""
"170","","","A5","C","","00:00:00:00","00:00:55:06","01:02:26:22","01:03:22:03","Water-Ocean-3","","00:00:00:00","00:01:07:04","00:01:07:04","","25.000","","","","",""
"171","","","A5","D","134","01:02:26:22","01:02:32:06","01:02:26:22","01:02:32:06","Cross Fade 0 dB","","","","","","0.000","","","","",""
"172","","","A3","D","25","01:02:28:10","01:02:29:10","01:02:28:10","01:02:29:10","Cross Fade 0 dB","","","","","","0.000","","","","",""
"173","","","V1","C","","00:03:08:15","00:03:10:02","01:02:28:19","01:02:30:06","Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE","","00:00:00:00","00:09:38:08","00:09:38:08","H.264","25.000","640x486","Green","","",""
"174","","","V1","C","","00:03:18:01","00:03:20:01","01:02:30:06","01:02:32:06","Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE","","00:00:00:00","00:09:38:08","00:09:38:08","H.264","25.000","640x486","Green","","",""
"175","","","V1","C","","00:03:20:04","00:03:22:02","01:02:32:06","01:02:34:04","Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE","","00:00:00:00","00:09:38:08","00:09:38:08","H.264","25.000","640x486","Green","","",""
"176","","","V1","C","","00:03:16:02","00:03:17:24","01:02:34:04","01:02:36:01","Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE","","00:00:00:00","00:09:38:08","00:09:38:08","H.264","25.000","640x486","Green","","",""
"177","","","A3","C","","00:00:06:22","00:00:13:24","01:02:35:01","01:02:42:03","Wind-6","","00:00:00:00","00:01:02:05","00:01:02:05","","25.000","","","","",""
"178","","","A3","D","47","01:02:35:01","01:02:36:23","01:02:35:01","01:02:36:23","Cross Fade 0 dB","","","","","","0.000","","","","",""
"179","","","A11","C","","00:00:08:10","00:00:15:19","01:02:35:11","01:02:42:20","VO 200604 (D)-02","","00:00:00:00","00:00:15:19","00:00:15:19","","25.000","","","","",""
"180","","","V1","C","","00:08:22:20","00:08:26:09","01:02:36:01","01:02:39:15","Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE","","00:00:00:00","00:09:38:08","00:09:38:08","H.264","25.000","640x486","Green","","",""
"181","","","A4","C","","00:00:09:11","00:00:15:13","01:02:36:01","01:02:42:03","Wind-9","","00:00:00:00","00:01:02:09","00:01:02:09","","25.000","","","","",""
"182","","","A4","D","25","01:02:36:01","01:02:37:01","01:02:36:01","01:02:37:01","Cross Fade 0 dB","","","","","","0.000","","","","",""
"183","","","V1","C","","00:21:04:03","00:21:06:16","01:02:39:15","01:02:42:03","TRA_12-008751_4B_vis_00000000_00340003","","00:00:00:00","00:34:00:03","00:34:00:03","H.264","25.000","640x486","Green","","",""
"184","","","A3","D","51","01:02:40:01","01:02:42:03","01:02:40:01","01:02:42:03","Cross Fade 0 dB","","","","","","0.000","","","","",""
"185","","","A4","D","25","01:02:41:03","01:02:42:03","01:02:41:03","01:02:42:03","Cross Fade 0 dB","","","","","","0.000","","","","",""
"186","","","V1","C","","00:00:51:24","00:01:08:04","01:02:42:03","01:02:58:08","Gaumont Pathé Archives - 3525GJ 00001 - FRANCE. SUR L'OCEAN","","00:00:00:00","00:04:12:12","00:04:12:12","H.264","25.000","640x480","Green","","",""
"187","","","A11","C","","00:00:00:01","00:00:02:06","01:02:44:10","01:02:46:15","Audio Process Stream","","00:00:00:00","00:00:02:06","00:00:02:06","","25.000","","","","",""
"188","","","A11","C","","00:00:00:01","00:00:02:06","01:02:47:01","01:02:49:06","Audio Process Stream","","00:00:00:00","00:00:02:06","00:00:02:06","","25.000","","","","",""
"189","","","A11","C","","00:00:00:01","00:00:04:00","01:02:50:04","01:02:54:03","Audio Process Stream","","00:00:00:00","00:00:04:00","00:00:04:00","","25.000","","","","",""
"190","","","A11","C","","00:00:00:01","00:00:02:06","01:02:54:03","01:02:56:08","Audio Process Stream","","00:00:00:00","00:00:02:06","00:00:02:06","","25.000","","","","",""
"191","","","V1","C","","00:06:48:16","00:06:52:04","01:02:58:08","01:03:01:21","Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE","","00:00:00:00","00:09:38:08","00:09:38:08","H.264","25.000","640x486","Green","","",""
"192","","","A11","C","","00:00:00:01","00:00:05:05","01:02:58:15","01:03:03:19","Audio Process Stream","","00:00:00:00","00:00:05:05","00:00:05:05","","25.000","","","","",""
"193","","","A1","C","","00:18:14:27","00:18:24:07","01:02:59:17","01:03:09:00","VM-315","","00:00:00:00","00:25:39:04","00:25:39:04","H.264","29.970","","Green","","",""
"194","","","V1","C","14.8032","00:01:02:03","00:01:03:22","01:03:01:21","01:03:04:21","Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE","","00:00:00:00","00:09:38:08","00:09:38:08","H.264","25.000","640x486","Green","","",""
"M2","","","","","14.8","00:01:02:03","","","","","","","","","","","","","","",""
"195","","","V1","C","","00:24:22:23","00:24:27:18","01:03:04:21","01:03:09:15","WWII G.I. MOVIE WEEKLY 1945  MANILA, LINER SS NORMANDIE,  79004","","00:00:00:00","00:30:14:01","00:30:14:01","H.264","23.976","844x480","","","",""
"196","","","A11","C","","00:00:00:01","00:00:01:18","01:03:08:14","01:03:10:06","Audio Process Stream","","00:00:00:00","00:00:01:18","00:00:01:18","","25.000","","","","",""
"197","","","V1","C","","00:12:38:04","00:12:40:07","01:03:09:15","01:03:11:18","HD-449A_53923","","00:00:00:00","00:22:03:07","00:22:03:07","H.264","23.976","720x540","","","",""
"198","","","A11","C","","00:00:00:01","00:00:06:19","01:03:10:13","01:03:17:06","Audio Process Stream","","00:00:00:00","00:00:06:19","00:00:06:19","","25.000","","","","",""
"199","","","V1","C","18","00:08:20:02","00:08:24:18","01:03:11:18","01:03:18:05","Normandie voyage inaugural","","00:00:00:00","00:11:07:18","00:11:07:18","H.264","25.000","702x576","","","",""
"M2","","","","","18.0","00:08:20:02","","","","","","","","","","","","","","",""
"200","","","A9","C","","00:00:00:05","00:00:10:04","01:03:12:04","01:03:22:03","Désertions 01","","00:00:00:00","00:01:09:13","00:01:09:13","","25.000","","","","",""
"201","","","A6","C","","00:00:21:24","00:00:27:11","01:03:17:06","01:03:22:18","35-21 Water, Ocean Waves Crashing On Rocks, Heavy Spra","","00:00:00:00","00:01:42:17","00:01:42:17","","25.000","","","","",""
"202","","","A6","D","25","01:03:17:06","01:03:18:06","01:03:17:06","01:03:18:06","Cross Fade 0 dB","","","","","","0.000","","","","",""
"203","","","V1","C","","00:16:49:13","00:16:53:11","01:03:18:05","01:03:22:03","TRA_12-008751_4B_vis_00000000_00340003","","00:00:00:00","00:34:00:03","00:34:00:03","H.264","25.000","640x486","Green","","",""
"204","","","A1","C","","00:01:55:18","00:02:02:21","01:03:20:04","01:03:27:07","Gaumont Pathé Archives - TRA 1 - A BORD DE NORMANDIE","","00:00:00:00","00:09:38:08","00:09:38:08","H.264","25.000","","Green","","",""
"205","","","A6","D","47","01:03:20:21","01:03:22:18","01:03:20:21","01:03:22:18","Cross Fade 0 dB","","","","","","0.000","","","","",""
"206","","","A7","C","","00:00:02:06","00:00:08:18","01:03:20:21","01:03:27:08","Title-Whoosh-Metal","","00:00:00:00","00:00:08:18","00:00:08:18","","25.000","","","","",""
"207","","","A7","D","25","01:03:20:21","01:03:21:21","01:03:20:21","01:03:21:21","Cross Fade 0 dB","","","","","","0.000","","","","",""
"208","","","A10","C","","01:00:00:12","01:00:05:06","01:03:21:24","01:03:26:17","Hit 06 Drum Roll","","01:00:00:12","01:00:05:06","00:00:04:18","","25.000","","","","",""
"209","","","V1","C","18","00:32:11:12","00:32:15:20","01:03:22:03","01:03:28:03","TRA_12-008751_4B_vis_00000000_00340003","","00:00:00:00","00:34:00:03","00:34:00:03","H.264","25.000","640x486","Green","","",""
"M2","","","","","18.0","00:32:11:12","","","","","","","","","","","","","","",""
"210","","","A8","C","","00:00:10:21","00:00:16:21","01:03:22:03","01:03:28:03","Drone-Wind-01","","00:00:00:00","00:01:34:20","00:01:34:20","","25.000","","","","",""
"211","","","A1","D","25","01:03:26:07","01:03:27:07","01:03:26:07","01:03:27:07","Cross Fade 0 dB","","","","","","0.000","","","","",""
"212","","","A4","C","","00:01:06:16","00:01:24:19","01:03:26:07","01:03:44:10","4-17 Beach (Ocean Ambience_ Light Waves Seagulls Children Playing Water)","","00:00:00:00","00:03:02:13","00:03:02:13","","25.000","","","","",""
"213","","","A4","D","45","01:03:26:07","01:03:28:03","01:03:26:07","01:03:28:03","Cross Fade 0 dB","","","","","","0.000","","","","",""
"214","","","A11","C","","01:03:23:22","01:03:29:16","01:03:27:08","01:03:33:02","FL_capture_2020-07-30_0912_T0020_C00004","","01:03:22:03","01:03:30:17","00:00:08:14","","25.000","","","","",""
"215","","","V1","C","0","00:00:00:00","00:00:00:00","01:03:28:03","01:03:30:04","gettyimages-517288062-2048x[2048-2048]","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","2048x1637","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"216","","","A3","C","","00:00:37:11","00:00:53:18","01:03:28:03","01:03:44:10","Construction-5","","00:00:00:00","00:01:32:04","00:01:32:04","","25.000","","","","",""
"217","","","A5","C","","00:00:23:00","00:00:28:22","01:03:28:03","01:03:34:00","Construction-1","","00:00:00:00","00:01:00:06","00:01:00:06","","25.000","","","","",""
"218","","","V1","C","0","00:00:00:00","00:00:00:00","01:03:30:04","01:03:32:01","ddf-0450","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","1536x1193","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"219","","","V1","C","0","00:00:00:00","00:00:00:00","01:03:32:01","01:03:34:00","ddf-0494","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","1536x1180","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"220","","","V1","C","0","00:00:00:00","00:00:00:00","01:03:34:00","01:03:35:22","gettyimages-97275035-2048x[2048-2048]","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","2048x1600","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"221","","","A5","C","","00:00:10:07","00:00:14:00","01:03:34:00","01:03:37:18","24 Construction site - environment - distant","","00:00:00:00","00:02:58:23","00:02:58:23","","25.000","","","","",""
"222","","","A6","C","","00:01:21:07","00:01:25:00","01:03:34:00","01:03:37:18","Construction-6","","00:00:00:00","00:01:34:20","00:01:34:20","","25.000","","","","",""
"223","","","A11","C","","00:00:00:01","00:00:07:15","01:03:35:18","01:03:43:07","Audio Process Stream","","00:00:00:00","00:00:07:15","00:00:07:15","","25.000","","","","",""
"224","","","V1","C","0","00:00:00:00","00:00:00:00","01:03:35:22","01:03:37:18","2019-12-15-0019 (1935-05-28)","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","5348x4199","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"225","","","V1","C","0","00:00:00:00","00:00:00:00","01:03:37:18","01:03:39:18","dma-02207","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","1536x1156","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"226","","","V1","C","0","00:00:00:00","00:00:00:00","01:03:39:18","01:03:41:20","dma-02209","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","1536x1179","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"227","","","V1","C","0","00:00:00:00","00:00:00:00","01:03:41:20","01:03:44:10","2019-12-15-0018 (1934-11-08)","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","5036x3913","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"228","","","V1","C","19.6544","00:12:09:13","00:12:10:15","01:03:44:10","01:03:45:20","VM-136","","00:00:00:00","00:22:02:10","00:22:02:10","H.264","29.970","480x360","","","",""
"M2","","","","","19.7","00:12:09:13","","","","","","","","","","","","","","",""
"229","","X","V6","C","","00:00:04:24","00:00:04:24","01:03:44:10","01:03:52:02","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"230","","","A5","C","","00:00:12:14","00:00:17:10","01:03:44:10","01:03:49:06","Construction-4","","00:00:00:00","00:01:02:09","00:01:02:09","","25.000","","","","",""
